Accession	Title	BioProject	BioSample	Status	Release Date	Created	Updated	Submission	SRA.filename
SRR25232627	TR_Ank_Yes_1_2018-09-27 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404892	Released	2025-04-29	2023-07-11T15:27:32Z	2025-04-29T12:43:03Z	SUB13646505	DrosEu-29_1.fastq.gz, DrosEu-29_2.fastq.gz
SRR25232636	TR_Ank_Yes_1_2017-07-29 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404884	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:03Z	SUB13646505	DrosEu-21_1.fastq.gz, DrosEu-21_2.fastq.gz
SRR25232639	MA_Ori_Ber_1_2017-07-10 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404854	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:03Z	SUB13646505	DrosEu-204_1.fastq.gz, DrosEu-204_2.fastq.gz
SRR25232642	IT_Tre_San_1_2019-10-01 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404851	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:03Z	SUB13646505	DrosEu-75_1.fastq.gz, DrosEu-75_2.fastq.gz
SRR25232622	TR_Ank_Yes_1_2019-09-17 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404896	Released	2025-04-29	2023-07-11T15:27:32Z	2025-04-29T12:43:03Z	SUB13646505	DrosEu-34_1.fastq.gz, DrosEu-34_2.fastq.gz
SRR25232625	TR_Ank_Yes_1_2019-06-26 Drosophila melanogaster F1	PRJNA993612	SAMN36404894	Released	2025-04-29	2023-07-11T15:27:32Z	2025-04-29T12:43:03Z	SUB13646505	DrosEu-31_1.fastq.gz, DrosEu-31_2.fastq.gz
SRR25232628	TR_Ank_Yes_1_2018-08-27 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404891	Released	2025-04-29	2023-07-11T15:27:32Z	2025-04-29T12:43:03Z	SUB13646505	DrosEu-28_1.fastq.gz, DrosEu-28_2.fastq.gz
SRR25232637	TR_Ank_Yes_1_2017-06-30 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404883	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:03Z	SUB13646505	DrosEu-20_1.fastq.gz, DrosEu-20_2.fastq.gz
SRR25232640	IT_Tre_San_1_2021-10-01 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404853	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:03Z	SUB13646505	DrosEu-73_1.fastq.gz, DrosEu-73_2.fastq.gz
SRR25232643	UA_Zap_Zap_1_2019-06-17 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404967	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:03Z	SUB13646505	DrosEu-142_1.fastq.gz, DrosEu-142_2.fastq.gz
SRR25232632	TR_Ank_Yes_1_2017-10-13 Drosophila melanogaster F1	PRJNA993612	SAMN36404887	Released	2025-04-29	2023-07-11T15:27:32Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-24_1.fastq.gz, DrosEu-24_2.fastq.gz
SRR25232647	UA_Pol_Pyr_1_2019-09-06 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404964	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-183_1.fastq.gz, DrosEu-183_2.fastq.gz
SRR25232650	UA_Pol_Pyr_1_2017-08-22 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404961	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-224_1.fastq.gz, DrosEu-224_2.fastq.gz
SRR25232653	UA_Ode_Ode_1_2020-09-28 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404958	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-131_1.fastq.gz, DrosEu-131_2.fastq.gz
SRR25232656	UA_Ode_Ode_1_2019-09-06 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404955	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-177_1.fastq.gz, DrosEu-177_2.fastq.gz
SRR25232659	UA_Ode_Ode_1_2019-06-15 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404954	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-138_1.fastq.gz, DrosEu-138_2.fastq.gz
SRR25232630	TR_Ank_Yes_1_2018-06-25 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404889	Released	2025-04-29	2023-07-11T15:27:32Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-26_1.fastq.gz, DrosEu-26_2.fastq.gz
SRR25232633	TR_Ank_Yes_1_2017-09-26 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404886	Released	2025-04-29	2023-07-11T15:27:32Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-23_1.fastq.gz, DrosEu-23_2.fastq.gz
SRR25232645	UA_Pol_Pyr_1_2021-07-29 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404965	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-82_1.fastq.gz, DrosEu-82_2.fastq.gz
SRR25232648	UA_Pol_Pyr_1_2019-08-25 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404963	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-182_1.fastq.gz, DrosEu-182_2.fastq.gz
SRR25232651	UA_Ode_Ode_1_2021-11-11 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404960	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-86_1.fastq.gz, DrosEu-86_2.fastq.gz
SRR25232654	UA_Ode_Ode_1_2020-09-26 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404957	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-132_1.fastq.gz, DrosEu-132_2.fastq.gz
SRR25232657	DE_Bay_Mun_1_2019-06-22 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404775	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-91_1.fastq.gz, DrosEu-91_2.fastq.gz
SRR25232631	TR_Ank_Yes_1_2018-05-19 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404888	Released	2025-04-29	2023-07-11T15:27:32Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-25_1.fastq.gz, DrosEu-25_2.fastq.gz
SRR25232634	TR_Ank_Yes_1_2017-08-30 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404885	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-22_1.fastq.gz, DrosEu-22_2.fastq.gz
SRR25232646	DE_Bay_Mun_1_2019-09-02 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404776	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-94_1.fastq.gz, DrosEu-94_2.fastq.gz
SRR25232649	UA_Pol_Pyr_1_2017-09-03 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404962	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-225_1.fastq.gz, DrosEu-225_2.fastq.gz
SRR25232652	UA_Ode_Ode_1_2020-10-30 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404959	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-124_1.fastq.gz, DrosEu-124_2.fastq.gz
SRR25232655	UA_Ode_Ode_1_2020-08-28 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404956	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-125_1.fastq.gz, DrosEu-125_2.fastq.gz
SRR25232658	CH_Fri_Ors_1_2020-08-23 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404757	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:02Z	SUB13646505	DrosEu-103_1.fastq.gz, DrosEu-103_2.fastq.gz
SRR25232662	UA_Ode_Ode_1_2018-06-30 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404951	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-149_1.fastq.gz, DrosEu-149_2.fastq.gz
SRR25232665	UA_Myk_Ryb_1_2021-07-22 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404948	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-81_1.fastq.gz, DrosEu-81_2.fastq.gz
SRR25232668	UA_Kie_Vys_1_2020-10-15 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404945	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-122_1.fastq.gz, DrosEu-122_2.fastq.gz
SRR25232671	UA_Kie_Vys_1_2020-08-18 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404943	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-126_1.fastq.gz, DrosEu-126_2.fastq.gz
SRR25232674	UA_Kie_Vys_1_2018-09-27 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404940	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-152_1.fastq.gz, DrosEu-152_2.fastq.gz
SRR25232677	RU_Vla_Ale_1_2017-08-15 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404879	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-156_1.fastq.gz, DrosEu-156_2.fastq.gz
SRR25232660	UA_Ode_Ode_1_2018-09-15 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404953	Released	2025-04-29	2023-07-11T15:27:33Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-148_1.fastq.gz, DrosEu-148_2.fastq.gz
SRR25232663	UA_Ode_Ode_1_2017-09-23 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404950	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-223_1.fastq.gz, DrosEu-223_2.fastq.gz
SRR25232666	UA_Kie_Vys_1_2021-09-19 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404947	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-104_1.fastq.gz, DrosEu-104_2.fastq.gz
SRR25232669	DE_Bay_Mun_1_2018-09-09 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404774	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-145_1.fastq.gz, DrosEu-145_2.fastq.gz
SRR25232672	UA_Kie_Vys_1_2019-09-02 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404942	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-180_1.fastq.gz, DrosEu-180_2.fastq.gz
SRR25232675	RU_Vla_Ale_1_2018-10-13 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404881	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-157_1.fastq.gz, DrosEu-157_2.fastq.gz
SRR25232678	RU_Nov_Val_1_2018-08-28 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404878	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-155_1.fastq.gz, DrosEu-155_2.fastq.gz
SRR25232661	UA_Ode_Ode_1_2018-08-15 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404952	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-147_1.fastq.gz, DrosEu-147_2.fastq.gz
SRR25232664	UA_Ode_Ode_1_2017-08-12 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404949	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-229_1.fastq.gz, DrosEu-229_2.fastq.gz
SRR25232667	UA_Kie_Vys_1_2021-08-01 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404946	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-80_1.fastq.gz, DrosEu-80_2.fastq.gz
SRR25232670	UA_Kie_Vys_1_2020-09-21 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404944	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-129_1.fastq.gz, DrosEu-129_2.fastq.gz
SRR25232673	UA_Kie_Vys_1_2019-08-12 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404941	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-179_1.fastq.gz, DrosEu-179_2.fastq.gz
SRR25232676	RU_Vla_Ale_1_2018-09-09 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404880	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-203_1.fastq.gz, DrosEu-203_2.fastq.gz
SRR25232679	RU_Nov_Val_1_2017-10-01 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404877	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-202_1.fastq.gz, DrosEu-202_2.fastq.gz
SRR25232706	AU_Vic_Mel_1_2021-04-19 Drosophila melanogaster isofemale	PRJNA993612	SAMN36404755	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:01Z	SUB13646505	DrosEu-71_1.fastq.gz, DrosEu-71_2.fastq.gz
SRR25232695	NL_Gro_Gro_1_2020-10-15 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404863	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-108_1.fastq.gz, DrosEu-108_2.fastq.gz
SRR25232698	MA_Tan_Lar_1_2021-09-06 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404860	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-88_1.fastq.gz, DrosEu-88_2.fastq.gz
SRR25232701	MA_Ori_Ber_1_2020-09-21 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404857	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-89_1.fastq.gz, DrosEu-89_2.fastq.gz
SRR25232704	DE_Bad_Bro_1_2019-07-03 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404765	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-193_1.fastq.gz, DrosEu-193_2.fastq.gz
SRR25232696	NL_Gro_Gro_1_2019-10-09 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404862	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-90_1.fastq.gz, DrosEu-90_2.fastq.gz
SRR25232699	MA_Ori_Nad_1_2016-10-04 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404859	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-197_1.fastq.gz, DrosEu-197_2.fastq.gz
SRR25232702	MA_Ori_Ber_1_2019-09-11 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404856	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-170_1.fastq.gz, DrosEu-170_2.fastq.gz
SRR25232705	AU_Vic_Tah_1_2017-12-04 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404756	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-216_1.fastq.gz, DrosEu-216_2.fastq.gz
SRR25232697	NL_Gro_Gro_1_2017-10-11 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404861	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-212_1.fastq.gz, DrosEu-212_2.fastq.gz
SRR25232700	MA_Ori_Nad_1_2016-07-21 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404858	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-196_1.fastq.gz, DrosEu-196_2.fastq.gz
SRR25232703	MA_Ori_Ber_1_2018-07-16 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404855	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:43:00Z	SUB13646505	DrosEu-173_1.fastq.gz, DrosEu-173_2.fastq.gz
SRR25232680	RU_Nov_Val_1_2017-08-25 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404876	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-201_1.fastq.gz, DrosEu-201_2.fastq.gz
SRR25232683	RS_Sre_Sta_1_2020-09-14 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404874	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-63_1.fastq.gz, DrosEu-63_2.fastq.gz
SRR25232686	RS_Sre_Sla_1_2019-06-14 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404871	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-159_1.fastq.gz, DrosEu-159_2.fastq.gz
SRR25232689	RS_Pod_Sta_1_2019-09-19 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404868	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-162_1.fastq.gz, DrosEu-162_2.fastq.gz
SRR25232692	RS_Kol_Sla_1_2021-09-14 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404865	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-60_1.fastq.gz, DrosEu-60_2.fastq.gz
SRR25232684	RS_Sre_Sta_1_2020-07-02 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404873	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-61_1.fastq.gz, DrosEu-61_2.fastq.gz
SRR25232687	RS_Sre_Sla_1_2017-09-28 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404870	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-199_1.fastq.gz, DrosEu-199_2.fastq.gz
SRR25232690	RS_Mac_Zaj_1_2020-09-13 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404867	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-58_1.fastq.gz, DrosEu-58_2.fastq.gz
SRR25232693	DE_Bad_Bro_1_2020-07-16 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404766	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-194_1.fastq.gz, DrosEu-194_2.fastq.gz
SRR25232685	RS_Sre_Sta_1_2019-07-21 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404872	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-161_1.fastq.gz, DrosEu-161_2.fastq.gz
SRR25232688	RS_Sre_Sla_1_2017-06-28 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404869	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-198_1.fastq.gz, DrosEu-198_2.fastq.gz
SRR25232691	RS_Kol_Sla_1_2021-MM-DD Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404866	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-59_1.fastq.gz, DrosEu-59_2.fastq.gz
SRR25232694	PL_War_Brz_1_2017-08-20 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404864	Released	2025-04-29	2023-07-11T15:27:35Z	2025-04-29T12:42:59Z	SUB13646505	DrosEu-228_1.fastq.gz, DrosEu-228_2.fastq.gz
SRR25232681	RS_Sre_Sta_1_2021-06-22 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404875	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:42:58Z	SUB13646505	DrosEu-62_1.fastq.gz, DrosEu-62_2.fastq.gz
SRR25232682	DE_Bad_Bro_1_2020-10-24 Drosophila melanogaster Wild flies	PRJNA993612	SAMN36404767	Released	2025-04-29	2023-07-11T15:27:34Z	2025-04-29T12:42:58Z	SUB13646505	DrosEu-195_1.fastq.gz, DrosEu-195_2.fastq.gz
