"sampleId","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","tmin1","tmin2","tmin3","tmin4","tmin5","tmin6","tmin7","tmin8","tmin9","tmin10","tmin11","tmin12","tmax1","tmax2","tmax3","tmax4","tmax5","tmax6","tmax7","tmax8","tmax9","tmax10","tmax11","tmax12","prec1","prec2","prec3","prec4","prec5","prec6","prec7","prec8","prec9","prec10","prec11","prec12"
"TR_Yes_14_03",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_14_04",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_15_3",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_15_4",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_15_5",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_15_6",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_15_7",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_15_8",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_16_39",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_16_40",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_16_41",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_16_42",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_16_43",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"TR_Yes_16_52",118,117,35,7442,297,-29,326,20,209,212,20,449,61,14,39,162,52,69,162,-29,-17,10,52,90,122,149,145,109,65,25,-3,43,65,117,172,219,262,297,297,259,196,128,65,57,44,43,43,53,36,19,14,19,27,33,61
"UA_Che_14_28",75,84,24,9054,247,-90,337,186,-35,186,-45,620,87,34,32,233,108,233,120,-90,-79,-34,38,94,127,139,130,87,39,-6,-51,-30,-14,38,133,204,236,247,239,188,119,43,-1,40,34,34,45,50,80,87,66,51,40,47,46
"UA_Che_14_29",74,84,24,9065,246,-91,337,185,-36,185,-45,621,88,33,33,236,107,236,119,-91,-80,-35,37,93,127,138,129,86,38,-7,-51,-30,-15,37,132,203,236,246,239,188,119,43,-1,40,34,33,45,50,81,88,67,51,40,47,45
"UA_Che_14_47",75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46
"UA_Che_14_48",74,85,25,8942,245,-90,335,183,-35,183,-44,627,91,33,34,241,105,241,116,-90,-79,-35,35,90,124,136,127,86,38,-6,-51,-29,-13,38,132,201,235,245,238,188,119,44,-1,39,33,33,46,52,81,91,69,52,40,47,44
"UA_Cho_15_24",75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46
"UA_Cho_15_25",75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46
"UA_Cho_15_26",75,84,24,9054,247,-90,337,186,-35,186,-45,620,87,34,32,233,108,233,120,-90,-79,-34,38,94,127,139,130,87,39,-6,-51,-30,-14,38,133,204,236,247,239,188,119,43,-1,40,34,34,45,50,80,87,66,51,40,47,46
"UA_Cho_15_27",74,84,24,9065,246,-91,337,185,-36,185,-45,621,88,33,33,236,107,236,119,-91,-80,-35,37,93,127,138,129,86,38,-7,-51,-30,-15,37,132,203,236,246,239,188,119,43,-1,40,34,33,45,50,81,88,67,51,40,47,45
"UA_Cho_15_65",75,84,24,9054,247,-90,337,186,-35,186,-45,620,87,34,32,233,108,233,120,-90,-79,-34,38,94,127,139,130,87,39,-6,-51,-30,-14,38,133,204,236,247,239,188,119,43,-1,40,34,34,45,50,80,87,66,51,40,47,46
"UA_Cho_15_67",75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46
"UA_Cho_15_68",74,85,25,8942,245,-90,335,183,-35,183,-44,627,91,33,34,241,105,241,116,-90,-79,-35,35,90,124,136,127,86,38,-6,-51,-29,-13,38,132,201,235,245,238,188,119,44,-1,39,33,33,46,52,81,91,69,52,40,47,44
"UA_Cho_15_69",75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46
"UA_Cho_15_70",75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46
"UA_Cho_16_54",75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46
"UA_Cho_16_55",75,84,24,9054,247,-90,337,186,-35,186,-45,620,87,34,32,233,108,233,120,-90,-79,-34,38,94,127,139,130,87,39,-6,-51,-30,-14,38,133,204,236,247,239,188,119,43,-1,40,34,34,45,50,80,87,66,51,40,47,46
"UA_Cho_16_62",74,84,24,9065,246,-91,337,185,-36,185,-45,621,88,33,33,236,107,236,119,-91,-80,-35,37,93,127,138,129,86,38,-7,-51,-30,-15,37,132,203,236,246,239,188,119,43,-1,40,34,33,45,50,81,88,67,51,40,47,45
"UA_Dro_14_27",77,82,27,7632,231,-66,297,157,-13,171,-25,712,97,37,34,269,115,267,126,-66,-49,-14,36,82,111,126,120,87,42,1,-38,-9,5,58,129,186,214,231,226,185,131,59,10,38,37,40,51,78,97,94,76,58,47,45,51
"UA_Dro_15_10",77,82,27,7632,231,-66,297,157,-13,171,-25,712,97,37,34,269,115,267,126,-66,-49,-14,36,82,111,126,120,87,42,1,-38,-9,5,58,129,186,214,231,226,185,131,59,10,38,37,40,51,78,97,94,76,58,47,45,51
"UA_Dro_16_56",77,82,27,7632,231,-66,297,157,-13,171,-25,712,97,37,34,269,115,267,126,-66,-49,-14,36,82,111,126,120,87,42,1,-38,-9,5,58,129,186,214,231,226,185,131,59,10,38,37,40,51,78,97,94,76,58,47,45,51
"UA_Kan_16_57",79,84,24,9217,256,-82,338,194,-32,194,-40,567,77,32,28,204,107,204,122,-82,-75,-32,41,101,136,150,139,90,40,-7,-47,-23,-13,37,135,206,241,256,248,195,125,48,3,39,36,32,45,45,72,77,55,44,33,42,47
"UA_Kha_14_45",76,82,23,9816,259,-94,353,183,8,198,-52,528,61,29,20,168,97,167,120,-94,-88,-37,41,101,138,155,145,94,36,-15,-59,-34,-26,27,133,206,242,259,252,193,118,39,-8,44,32,29,36,48,59,61,47,46,38,44,44
"UA_Kha_14_46",76,82,23,9816,259,-94,353,183,8,198,-52,528,61,29,20,168,97,167,120,-94,-88,-37,41,101,138,155,145,94,36,-15,-59,-34,-26,27,133,206,242,259,252,193,118,39,-8,44,32,29,36,48,59,61,47,46,38,44,44
"UA_Kha_15_19",76,82,23,9816,259,-94,353,183,8,198,-52,528,61,29,20,168,97,167,120,-94,-88,-37,41,101,138,155,145,94,36,-15,-59,-34,-26,27,133,206,242,259,252,193,118,39,-8,44,32,29,36,48,59,61,47,46,38,44,44
"UA_Kha_16_58",76,82,23,9816,259,-94,353,183,8,198,-52,528,61,29,20,168,97,167,120,-94,-88,-37,41,101,138,155,145,94,36,-15,-59,-34,-26,27,133,206,242,259,252,193,118,39,-8,44,32,29,36,48,59,61,47,46,38,44,44
"UA_Kyi_14_23",78,81,24,9037,246,-83,329,189,-31,189,-41,636,86,36,27,226,122,226,136,-83,-73,-29,41,100,133,145,136,92,41,-5,-47,-27,-13,40,135,204,235,246,240,190,122,46,0,45,41,36,49,53,75,86,65,51,37,48,50
"UA_Kyi_14_24",78,81,24,9037,246,-83,329,189,-31,189,-41,636,86,36,27,226,122,226,136,-83,-73,-29,41,100,133,145,136,92,41,-5,-47,-27,-13,40,135,204,235,246,240,190,122,46,0,45,41,36,49,53,75,86,65,51,37,48,50
"UA_Kyi_14_49",78,81,24,9037,246,-83,329,189,-31,189,-41,636,86,36,27,226,122,226,136,-83,-73,-29,41,100,133,145,136,92,41,-5,-47,-27,-13,40,135,204,235,246,240,190,122,46,0,45,41,36,49,53,75,86,65,51,37,48,50
"UA_Kyi_15_64",78,81,24,9024,245,-84,329,188,-32,188,-41,636,86,36,27,227,120,227,133,-84,-74,-30,40,99,132,145,136,92,41,-4,-46,-27,-12,40,135,205,235,245,240,191,122,46,0,44,40,36,49,54,76,86,65,52,37,48,49
"UA_Kyi_16_44",78,81,24,9024,245,-84,329,188,-32,188,-41,636,86,36,27,227,120,227,133,-84,-74,-30,40,99,132,145,136,92,41,-4,-46,-27,-12,40,135,205,235,245,240,191,122,46,0,44,40,36,49,54,76,86,65,52,37,48,49
"UA_Kyi_16_45",78,81,24,9024,245,-84,329,188,-32,188,-41,636,86,36,27,227,120,227,133,-84,-74,-30,40,99,132,145,136,92,41,-4,-46,-27,-12,40,135,205,235,245,240,191,122,46,0,44,40,36,49,54,76,86,65,52,37,48,49
"UA_Kyi_16_59",78,81,24,9024,245,-84,329,188,-32,188,-41,636,86,36,27,227,120,227,133,-84,-74,-30,40,99,132,145,136,92,41,-4,-46,-27,-12,40,135,205,235,245,240,191,122,46,0,44,40,36,49,54,76,86,65,52,37,48,49
"UA_Ode_14_19",104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45
"UA_Ode_14_20",104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45
"UA_Ode_14_21",104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45
"UA_Ode_14_22",104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45
"UA_Ode_15_11",104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45
"UA_Ode_15_20",104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45
"UA_Ode_15_22",104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45
"UA_Ode_15_66",104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45
"UA_Ode_16_46",104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45
"UA_Ode_16_47",104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45
"UA_Pyr_14_26",80,87,25,9311,257,-86,343,195,-33,195,-41,591,76,36,25,205,116,205,133,-86,-79,-32,43,101,135,148,139,91,40,-8,-49,-22,-13,39,139,212,244,257,252,201,128,48,5,42,38,36,46,41,70,76,59,46,37,47,53
"UA_Pyr_15_21",80,87,25,9311,257,-86,343,195,-33,195,-41,591,76,36,25,205,116,205,133,-86,-79,-32,43,101,135,148,139,91,40,-8,-49,-22,-13,39,139,212,244,257,252,201,128,48,5,42,38,36,46,41,70,76,59,46,37,47,53
"UA_Pir_16_48",74,84,24,9065,246,-91,337,185,-36,185,-45,621,88,33,33,236,107,236,119,-91,-80,-35,37,93,127,138,129,86,38,-7,-51,-30,-15,37,132,203,236,246,239,188,119,43,-1,40,34,33,45,50,81,88,67,51,40,47,45
"UA_Pyr_16_49",76,87,25,9345,253,-90,343,191,-38,191,-46,600,78,37,25,209,117,209,133,-90,-83,-37,39,98,131,145,134,86,35,-12,-53,-27,-18,34,134,208,239,253,247,195,123,44,0,43,37,37,46,43,71,78,60,46,38,48,53
"UA_Uma_14_50",72,82,25,8774,241,-85,326,169,21,181,-42,617,87,33,33,230,120,227,133,-85,-75,-34,35,92,126,137,126,82,30,-12,-49,-27,-15,34,127,193,227,241,233,184,115,43,1,45,42,34,45,57,86,87,54,47,33,41,46
"UA_Uma_15_9",72,82,25,8774,241,-85,326,169,21,181,-42,617,87,33,33,230,120,227,133,-85,-75,-34,35,92,126,137,126,82,30,-12,-49,-27,-15,34,127,193,227,241,233,184,115,43,1,45,42,34,45,57,86,87,54,47,33,41,46
"UA_Uma_16_50",72,82,25,8774,241,-85,326,169,21,181,-42,617,87,33,33,230,120,227,133,-85,-75,-34,35,92,126,137,126,82,30,-12,-49,-27,-15,34,127,193,227,241,233,184,115,43,1,45,42,34,45,57,86,87,54,47,33,41,46
"UA_Uma_16_51",72,82,25,8774,241,-85,326,169,21,181,-42,617,87,33,33,230,120,227,133,-85,-75,-34,35,92,126,137,126,82,30,-12,-49,-27,-15,34,127,193,227,241,233,184,115,43,1,45,42,34,45,57,86,87,54,47,33,41,46
"UA_Var_14_25",77,87,25,9347,254,-90,344,192,-36,192,-44,606,78,38,24,209,121,209,138,-90,-82,-36,41,99,132,146,136,88,37,-11,-52,-25,-16,35,136,210,241,254,249,198,125,45,2,44,39,38,46,43,70,78,61,46,38,48,55
"UA_Var_15_18",77,87,25,9347,254,-90,344,192,-36,192,-44,606,78,38,24,209,121,209,138,-90,-82,-36,41,99,132,146,136,88,37,-11,-52,-25,-16,35,136,210,241,254,249,198,125,45,2,44,39,38,46,43,70,78,61,46,38,48,55
"UA_Var_16_60",77,87,25,9347,254,-90,344,192,-36,192,-44,606,78,38,24,209,121,209,138,-90,-82,-36,41,99,132,146,136,88,37,-11,-52,-25,-16,35,136,210,241,254,249,198,125,45,2,44,39,38,46,43,70,78,61,46,38,48,55
"UA_Yal_14_16",102,86,29,7294,259,-33,292,31,157,197,11,627,82,39,23,209,129,149,207,-33,-28,-7,45,93,132,156,150,110,65,30,-4,34,40,71,138,190,232,259,254,211,154,102,60,71,54,46,39,46,57,47,45,42,42,56,82
"UA_Yal_14_18",102,86,29,7294,259,-33,292,31,157,197,11,627,82,39,23,209,129,149,207,-33,-28,-7,45,93,132,156,150,110,65,30,-4,34,40,71,138,190,232,259,254,211,154,102,60,71,54,46,39,46,57,47,45,42,42,56,82
"UA_Yal_15_23",102,86,29,7294,259,-33,292,31,157,197,11,627,82,39,23,209,129,149,207,-33,-28,-7,45,93,132,156,150,110,65,30,-4,34,40,71,138,190,232,259,254,211,154,102,60,71,54,46,39,46,57,47,45,42,42,56,82
"UA_Yal_15_63",102,86,29,7294,259,-33,292,31,157,197,11,627,82,39,23,209,129,149,207,-33,-28,-7,45,93,132,156,150,110,65,30,-4,34,40,71,138,190,232,259,254,211,154,102,60,71,54,46,39,46,57,47,45,42,42,56,82
"UA_Yal_16_61",102,86,29,7294,259,-33,292,31,157,197,11,627,82,39,23,209,129,149,207,-33,-28,-7,45,93,132,156,150,110,65,30,-4,34,40,71,138,190,232,259,254,211,154,102,60,71,54,46,39,46,57,47,45,42,42,56,82
"UK_Dai_15_52",82,74,37,4428,188,-7,195,115,48,140,26,677,67,43,14,193,136,172,172,-6,-7,13,34,58,93,104,99,80,52,19,3,53,56,84,114,142,179,188,182,158,124,83,63,67,44,49,43,51,51,56,65,63,65,62,61
"UK_Dai_16_23",82,74,37,4428,188,-7,195,115,48,140,26,677,67,43,14,193,136,172,172,-6,-7,13,34,58,93,104,99,80,52,19,3,53,56,84,114,142,179,188,182,158,124,83,63,67,44,49,43,51,51,56,65,63,65,62,61
"UK_Lut_14_13",93,75,35,4883,211,-2,213,40,57,157,32,645,61,42,10,174,139,169,158,-2,3,22,43,72,101,119,114,93,63,29,11,54,61,92,122,159,193,211,205,178,136,88,66,56,42,50,47,54,55,53,61,55,54,58,60
"UK_Mar_14_12",95,75,34,4946,214,-1,215,159,59,159,33,624,60,40,10,167,134,167,150,-1,5,24,46,75,104,122,117,95,65,30,12,55,62,95,124,162,195,214,208,180,138,89,67,53,40,48,46,53,55,52,60,53,51,56,57
"UK_Mar_15_42",94,75,34,4911,214,-1,215,41,58,158,33,630,60,41,9,168,136,167,153,-1,5,24,45,74,103,121,116,95,65,30,12,55,62,94,124,161,194,214,207,180,138,89,67,54,41,49,46,53,55,52,60,54,52,56,58
"UK_Mar_16_53",94,75,34,4911,214,-1,215,41,58,158,33,630,60,41,9,168,136,167,153,-1,5,24,45,74,103,121,116,95,65,30,12,55,62,94,124,161,194,214,207,180,138,89,67,54,41,49,46,53,55,52,60,54,52,56,58
"UK_She_14_09",92,72,36,4511,201,6,195,45,136,151,36,820,82,59,11,237,183,194,220,7,6,20,39,68,98,114,112,93,66,32,15,61,63,88,117,155,187,201,197,172,135,90,69,78,60,68,60,61,63,59,72,70,70,77,82
"UK_She_15_17",92,72,36,4511,201,6,195,45,136,151,36,820,82,59,11,237,183,194,220,7,6,20,39,68,98,114,112,93,66,32,15,61,63,88,117,155,187,201,197,172,135,90,69,78,60,68,60,61,63,59,72,70,70,77,82
"UK_Sou_14_10",85,74,38,4253,190,0,190,120,52,141,33,702,71,41,17,209,135,181,168,1,0,16,34,60,90,105,103,83,59,22,9,60,64,87,115,146,177,190,186,161,131,87,68,62,44,50,41,53,51,62,68,70,71,68,62
"ES_ba_12_spring",164,70,32,5064,279,65,214,175,230,231,103,609,92,25,33,223,118,149,123,65,73,90,107,137,174,202,202,183,143,102,76,130,140,160,185,217,253,279,274,251,208,165,137,39,36,45,48,52,42,25,51,73,92,58,48
"ES_ba_12_fall",164,70,32,5064,279,65,214,175,230,231,103,609,92,25,33,223,118,149,123,65,73,90,107,137,174,202,202,183,143,102,76,130,140,160,185,217,253,279,274,251,208,165,137,39,36,45,48,52,42,25,51,73,92,58,48
"FL_ho_10_spring",236,98,52,3213,321,133,188,272,192,274,192,1548,251,36,60,630,135,614,135,133,138,156,176,200,223,229,231,230,209,174,144,243,249,265,283,299,311,320,321,315,295,270,250,49,50,58,74,169,251,181,198,235,185,62,36
"FL_ho_10_fall",236,98,52,3213,321,133,188,272,192,274,192,1548,251,36,60,630,135,614,135,133,138,156,176,200,223,229,231,230,209,174,144,243,249,265,283,299,311,320,321,315,295,270,250,49,50,58,74,169,251,181,198,235,185,62,36
"GA_ha_08_spring",193,126,43,6122,330,42,288,269,153,269,113,1240,154,56,27,419,197,419,291,42,57,88,124,166,202,215,214,193,133,82,51,167,186,221,261,299,324,330,330,307,263,217,178,100,114,122,90,97,122,154,143,101,56,64,77
"MA_la_12_spring",86,120,31,9102,276,-104,380,42,178,200,-36,1149,114,88,7,314,273,273,287,-104,-94,-41,13,69,123,152,141,94,36,-6,-71,7,21,70,138,203,250,276,265,223,167,99,29,93,89,98,97,93,92,88,93,92,95,114,105
"MA_la_12_fall",86,120,31,9102,276,-104,380,42,178,200,-36,1149,114,88,7,314,273,273,287,-104,-94,-41,13,69,123,152,141,94,36,-6,-71,7,21,70,138,203,250,276,265,223,167,99,29,93,89,98,97,93,92,88,93,92,95,114,105
"ME_bo_09_fall.r1",74,108,28,9371,262,-118,380,30,184,192,-51,1148,122,80,12,332,249,253,288,-118,-108,-51,7,63,117,149,140,94,36,-11,-80,-11,3,49,115,181,232,262,253,208,148,79,12,93,86,105,101,93,89,80,84,85,101,122,109
"ME_bo_09_fall.r2",74,108,28,9371,262,-118,380,30,184,192,-51,1148,122,80,12,332,249,253,288,-118,-108,-51,7,63,117,149,140,94,36,-11,-80,-11,3,49,115,181,232,262,253,208,148,79,12,93,86,105,101,93,89,80,84,85,101,122,109
"NC_ra_03_n",154,126,37,7540,317,-15,332,249,108,249,54,1142,118,76,13,331,246,331,278,-15,-3,38,82,132,177,199,195,157,89,43,2,102,121,169,225,264,300,317,310,280,225,175,120,95,97,103,76,106,100,118,113,88,79,81,86
"NY_it_12_spring",83,114,31,9016,273,-94,367,196,-28,196,-37,897,96,49,19,267,161,267,164,-94,-91,-44,12,65,116,142,134,95,37,-3,-62,-1,10,59,133,198,248,273,264,222,161,89,22,49,50,62,76,82,96,87,84,87,78,81,65
