"sampleId","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","tmin1","tmin2","tmin3","tmin4","tmin5","tmin6","tmin7","tmin8","tmin9","tmin10","tmin11","tmin12","tmax1","tmax2","tmax3","tmax4","tmax5","tmax6","tmax7","tmax8","tmax9","tmax10","tmax11","tmax12","prec1","prec2","prec3","prec4","prec5","prec6","prec7","prec8","prec9","prec10","prec11","prec12"
"NY_it_12_fall",83,114,31,9016,273,-94,367,196,-28,196,-37,897,96,49,19,267,161,267,164,-94,-91,-44,12,65,116,142,134,95,37,-3,-62,-1,10,59,133,198,248,273,264,222,161,89,22,49,50,62,76,82,96,87,84,87,78,81,65
"PA_li_12_spring",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_11_fall",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_12_fall",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_09_fall",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_10_fall",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_11_frost",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_09_spring",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_10_spring",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_11_spring",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_12_sum",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"SC_eu_10_spring",177,132,41,6782,330,12,318,261,135,261,86,1227,144,60,25,423,221,423,279,12,26,65,103,148,188,208,205,176,111,63,26,139,161,205,250,287,316,330,323,296,250,204,157,97,96,109,77,104,135,144,144,100,75,60,86
"VA_ch_12_spring",134,128,36,8117,311,-41,352,229,27,237,27,1118,115,76,13,319,234,315,234,-41,-28,12,61,114,160,184,176,137,71,24,-19,72,91,143,205,251,291,311,302,267,209,151,90,76,78,93,81,108,92,115,108,96,104,87,80
"VA_ch_12_fall",134,128,36,8117,311,-41,352,229,27,237,27,1118,115,76,13,319,234,315,234,-41,-28,12,61,114,160,184,176,137,71,24,-19,72,91,143,205,251,291,311,302,267,209,151,90,76,78,93,81,108,92,115,108,96,104,87,80
"AT_gr_12_spring",98,96,32,7226,260,-38,298,190,17,190,4,631,76,35,26,217,116,217,118,-38,-26,2,43,88,123,137,133,95,49,13,-19,24,47,98,155,206,238,260,254,208,149,79,37,35,39,42,49,65,76,74,67,49,42,49,44
"AT_gr_12_fall",98,96,32,7226,260,-38,298,190,17,190,4,631,76,35,26,217,116,217,118,-38,-26,2,43,88,123,137,133,95,49,13,-19,24,47,98,155,206,238,260,254,208,149,79,37,35,39,42,49,65,76,74,67,49,42,49,44
"WI_cp_12_spring",76,116,27,10626,282,-141,423,206,-70,206,-70,815,102,26,40,298,93,298,93,-141,-116,-50,17,77,130,156,142,96,35,-29,-104,-38,-8,55,140,208,259,282,268,222,158,69,-11,26,26,55,76,83,99,97,102,97,60,53,41
"WI_cp_12_fall",76,116,27,10626,282,-141,423,206,-70,206,-70,815,102,26,40,298,93,298,93,-141,-116,-50,17,77,130,156,142,96,35,-29,-104,-38,-8,55,140,208,259,282,268,222,158,69,-11,26,26,55,76,83,99,97,102,97,60,53,41
"WI_cp_12_frost",76,116,27,10626,282,-141,423,206,-70,206,-70,815,102,26,40,298,93,298,93,-141,-116,-50,17,77,130,156,142,96,35,-29,-104,-38,-8,55,140,208,259,282,268,222,158,69,-11,26,26,55,76,83,99,97,102,97,60,53,41
"CA_es_12_spring",160,164,48,6203,357,17,340,82,239,239,82,549,119,1,90,302,7,7,302,17,36,48,64,95,128,144,137,118,86,47,19,130,163,185,223,275,323,357,349,317,264,183,132,119,93,76,31,9,4,1,2,9,32,83,90
"WI_cp_13_spring",76,116,27,10626,282,-141,423,206,-70,206,-70,815,102,26,40,298,93,298,93,-141,-116,-50,17,77,130,156,142,96,35,-29,-104,-38,-8,55,140,208,259,282,268,222,158,69,-11,26,26,55,76,83,99,97,102,97,60,53,41
"WI_cp_13_fall",76,116,27,10626,282,-141,423,206,-70,206,-70,815,102,26,40,298,93,298,93,-141,-116,-50,17,77,130,156,142,96,35,-29,-104,-38,-8,55,140,208,259,282,268,222,158,69,-11,26,26,55,76,83,99,97,102,97,60,53,41
"PA_li_13_spring",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"UA_od_13_fall",103,65,21,8356,261,-39,300,189,166,210,-3,458,49,26,16,134,99,131,121,-39,-33,0,62,118,158,178,174,132,80,31,-10,12,17,55,127,190,235,261,256,210,147,85,39,38,38,30,33,39,46,49,36,37,26,41,45
"UA_od_13_spring",103,65,21,8356,261,-39,300,189,166,210,-3,458,49,26,16,134,99,131,121,-39,-33,0,62,118,158,178,174,132,80,31,-10,12,17,55,127,190,235,261,256,210,147,85,39,38,38,30,33,39,46,49,36,37,26,41,45
"CA_es_12_fall",160,164,48,6203,357,17,340,82,239,239,82,549,119,1,90,302,7,7,302,17,36,48,64,95,128,144,137,118,86,47,19,130,163,185,223,275,323,357,349,317,264,183,132,119,93,76,31,9,4,1,2,9,32,83,90
"CA_pl_12_fall",145,147,45,6345,336,11,325,78,229,230,72,1119,204,4,80,550,20,32,550,11,21,27,47,80,118,151,148,121,83,38,13,125,144,152,186,237,290,336,332,296,240,160,123,204,165,168,96,31,10,4,6,22,67,165,181
"GA_at_14_fall",163,128,39,7265,324,-1,325,82,168,255,67,1248,136,84,15,376,261,303,340,-1,11,49,90,138,181,202,197,165,97,49,13,114,140,185,234,274,309,324,317,285,233,181,130,125,115,136,103,105,93,116,94,87,84,90,100
"GA_at_14_spring",163,128,39,7265,324,-1,325,82,168,255,67,1248,136,84,15,376,261,303,340,-1,11,49,90,138,181,202,197,165,97,49,13,114,140,185,234,274,309,324,317,285,233,181,130,125,115,136,103,105,93,116,94,87,84,90,100
"MI_bh_14_fall",96,103,28,9385,281,-84,365,204,-17,212,-30,945,102,44,19,275,170,261,181,-84,-73,-22,31,85,140,166,155,118,60,7,-50,-5,12,72,144,208,262,281,271,236,170,92,22,60,44,66,91,81,88,85,88,102,79,84,77
"MI_bh_14_spring",96,103,28,9385,281,-84,365,204,-17,212,-30,945,102,44,19,275,170,261,181,-84,-73,-22,31,85,140,166,155,118,60,7,-50,-5,12,72,144,208,262,281,271,236,170,92,22,60,44,66,91,81,88,85,88,102,79,84,77
"VA_ch_14_fall",134,128,36,8117,311,-41,352,229,27,237,27,1118,115,76,13,319,234,315,234,-41,-28,12,61,114,160,184,176,137,71,24,-19,72,91,143,205,251,291,311,302,267,209,151,90,76,78,93,81,108,92,115,108,96,104,87,80
"VA_ch_14_spring",134,128,36,8117,311,-41,352,229,27,237,27,1118,115,76,13,319,234,315,234,-41,-28,12,61,114,160,184,176,137,71,24,-19,72,91,143,205,251,291,311,302,267,209,151,90,76,78,93,81,108,92,115,108,96,104,87,80
"WI_cp_14_spring",76,116,27,10626,282,-141,423,206,-70,206,-70,815,102,26,40,298,93,298,93,-141,-116,-50,17,77,130,156,142,96,35,-29,-104,-38,-8,55,140,208,259,282,268,222,158,69,-11,26,26,55,76,83,99,97,102,97,60,53,41
"WI_cp_14_fall",76,116,27,10626,282,-141,423,206,-70,206,-70,815,102,26,40,298,93,298,93,-141,-116,-50,17,77,130,156,142,96,35,-29,-104,-38,-8,55,140,208,259,282,268,222,158,69,-11,26,26,55,76,83,99,97,102,97,60,53,41
"MA_la_14_fall",86,120,31,9102,276,-104,380,42,178,200,-36,1149,114,88,7,314,273,273,287,-104,-94,-41,13,69,123,152,141,94,36,-6,-71,7,21,70,138,203,250,276,265,223,167,99,29,93,89,98,97,93,92,88,93,92,95,114,105
"MA_la_14_spring",86,120,31,9102,276,-104,380,42,178,200,-36,1149,114,88,7,314,273,273,287,-104,-94,-41,13,69,123,152,141,94,36,-6,-71,7,21,70,138,203,250,276,265,223,167,99,29,93,89,98,97,93,92,88,93,92,95,114,105
"PA_li_14_fall",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_14_spring",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_st_14_fall",95,112,30,8884,283,-79,362,187,-23,207,-23,982,105,63,15,296,197,286,197,-79,-70,-25,30,82,130,154,145,107,46,4,-48,8,24,81,152,215,261,283,272,230,167,97,30,63,65,83,78,95,105,96,85,85,74,84,69
"PA_st_14_spring",95,112,30,8884,283,-79,362,187,-23,207,-23,982,105,63,15,296,197,286,197,-79,-70,-25,30,82,130,154,145,107,46,4,-48,8,24,81,152,215,261,283,272,230,167,97,30,63,65,83,78,95,105,96,85,85,74,84,69
"KA_to_14_fall",123,124,30,9828,320,-84,404,223,-10,245,-10,905,136,26,46,349,87,329,87,-84,-55,-4,60,118,170,196,183,135,71,1,-57,29,63,123,191,244,291,320,312,267,207,120,50,26,26,60,78,116,136,97,96,108,76,51,35
"KA_to_14_spring",124,122,30,9783,320,-81,401,224,-7,246,-7,900,136,25,45,349,87,331,87,-81,-51,-2,62,120,173,198,185,137,73,2,-54,30,65,123,192,244,292,320,312,267,207,120,52,25,27,60,80,114,136,99,96,103,75,50,35
"WA_se_14_spring",105,106,43,4966,247,1,246,48,169,169,44,1015,155,21,56,461,92,92,417,1,12,18,38,65,95,108,108,88,56,26,11,71,99,118,150,187,216,247,245,216,161,105,78,155,108,99,71,45,41,21,30,47,92,152,154
"CA_st_12_fall",159,148,47,5894,337,27,310,82,231,231,82,394,77,1,83,201,6,6,201,28,44,56,75,102,128,145,141,127,92,53,27,119,159,187,225,270,308,337,330,306,255,175,122,77,62,59,35,10,3,1,2,7,21,55,62
"CA_tu_12_fall",134,151,46,6381,327,0,327,59,218,219,59,1012,185,3,82,507,18,24,507,0,6,15,35,68,105,137,134,108,67,25,0,113,133,145,179,230,283,327,323,287,233,153,108,185,153,151,96,28,10,3,5,16,51,145,169
"CA_st_12_frost",159,148,47,5894,337,27,310,82,231,231,82,394,77,1,83,201,6,6,201,28,44,56,75,102,128,145,141,127,92,53,27,119,159,187,225,270,308,337,330,306,255,175,122,77,62,59,35,10,3,1,2,7,21,55,62
"CA_tu_12_frost",134,151,46,6381,327,0,327,59,218,219,59,1012,185,3,82,507,18,24,507,0,6,15,35,68,105,137,134,108,67,25,0,113,133,145,179,230,283,327,323,287,233,153,108,185,153,151,96,28,10,3,5,16,51,145,169
"VA_ch_15_fall",134,128,36,8117,311,-41,352,229,27,237,27,1118,115,76,13,319,234,315,234,-41,-28,12,61,114,160,184,176,137,71,24,-19,72,91,143,205,251,291,311,302,267,209,151,90,76,78,93,81,108,92,115,108,96,104,87,80
"VA_ch_15_spring",134,128,36,8117,311,-41,352,229,27,237,27,1118,115,76,13,319,234,315,234,-41,-28,12,61,114,160,184,176,137,71,24,-19,72,91,143,205,251,291,311,302,267,209,151,90,76,78,93,81,108,92,115,108,96,104,87,80
"PA_li_15_fall",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_li_15_spring",121,104,29,8795,300,-50,350,225,5,233,5,1124,112,76,11,313,250,310,250,-50,-40,3,54,112,162,190,182,139,75,27,-22,35,52,105,168,227,276,300,290,249,187,125,61,83,76,94,96,104,96,112,102,99,77,94,91
"PA_st_15_spring",95,112,30,8884,283,-79,362,187,-23,207,-23,982,105,63,15,296,197,286,197,-79,-70,-25,30,82,130,154,145,107,46,4,-48,8,24,81,152,215,261,283,272,230,167,97,30,63,65,83,78,95,105,96,85,85,74,84,69
"ON_su_15_spring",41,105,24,11015,249,-182,431,124,-43,176,-108,831,98,50,18,254,165,231,174,-182,-166,-107,-21,46,103,132,122,77,25,-37,-132,-71,-51,1,88,170,223,249,231,178,113,31,-42,60,50,57,58,64,77,73,81,98,75,74,64
"ON_su_15_fall",41,105,24,11015,249,-182,431,124,-43,176,-108,831,98,50,18,254,165,231,174,-182,-166,-107,-21,46,103,132,122,77,25,-37,-132,-71,-51,1,88,170,223,249,231,178,113,31,-42,60,50,57,58,64,77,73,81,98,75,74,64
"IL_ur_15_spring",108,112,29,9832,298,-86,384,210,-25,229,-25,968,112,48,24,313,163,303,163,-86,-63,-11,49,107,159,180,167,125,62,0,-56,3,30,93,170,233,283,298,288,257,190,101,28,51,48,77,99,100,101,112,90,81,70,75,64
"CA_pl_12_frost",145,147,45,6345,336,11,325,78,229,230,72,1119,204,4,80,550,20,32,550,11,21,27,47,80,118,151,148,121,83,38,13,125,144,152,186,237,290,336,332,296,240,160,123,204,165,168,96,31,10,4,6,22,67,165,181
"CA_es_12_frost",160,164,48,6203,357,17,340,82,239,239,82,549,119,1,90,302,7,7,302,17,36,48,64,95,128,144,137,118,86,47,19,130,163,185,223,275,323,357,349,317,264,183,132,119,93,76,31,9,4,1,2,9,32,83,90
"CA_es_13_spring",160,164,48,6203,357,17,340,82,239,239,82,549,119,1,90,302,7,7,302,17,36,48,64,95,128,144,137,118,86,47,19,130,163,185,223,275,323,357,349,317,264,183,132,119,93,76,31,9,4,1,2,9,32,83,90
"CA_tu_13_spring",134,151,46,6381,327,0,327,59,218,219,59,1012,185,3,82,507,18,24,507,0,6,15,35,68,105,137,134,108,67,25,0,113,133,145,179,230,283,327,323,287,233,153,108,185,153,151,96,28,10,3,5,16,51,145,169
"CA_pl_13_fall",145,147,45,6345,336,11,325,78,229,230,72,1119,204,4,80,550,20,32,550,11,21,27,47,80,118,151,148,121,83,38,13,125,144,152,186,237,290,336,332,296,240,160,123,204,165,168,96,31,10,4,6,22,67,165,181
"CA_tu_13_fall",134,151,46,6381,327,0,327,59,218,219,59,1012,185,3,82,507,18,24,507,0,6,15,35,68,105,137,134,108,67,25,0,113,133,145,179,230,283,327,323,287,233,153,108,185,153,151,96,28,10,3,5,16,51,145,169
"CA_st_13_fall",159,148,47,5894,337,27,310,82,231,231,82,394,77,1,83,201,6,6,201,28,44,56,75,102,128,145,141,127,92,53,27,119,159,187,225,270,308,337,330,306,255,175,122,77,62,59,35,10,3,1,2,7,21,55,62
"CA_es_13_fall",160,164,48,6203,357,17,340,82,239,239,82,549,119,1,90,302,7,7,302,17,36,48,64,95,128,144,137,118,86,47,19,130,163,185,223,275,323,357,349,317,264,183,132,119,93,76,31,9,4,1,2,9,32,83,90
"CA_tu_13_frost",134,151,46,6381,327,0,327,59,218,219,59,1012,185,3,82,507,18,24,507,0,6,15,35,68,105,137,134,108,67,25,0,113,133,145,179,230,283,327,323,287,233,153,108,185,153,151,96,28,10,3,5,16,51,145,169
"CA_pl_13_frost",145,147,45,6345,336,11,325,78,229,230,72,1119,204,4,80,550,20,32,550,11,21,27,47,80,118,151,148,121,83,38,13,125,144,152,186,237,290,336,332,296,240,160,123,204,165,168,96,31,10,4,6,22,67,165,181
"B",121,111,27,10692,309,-93,402,251,-24,251,-24,610,195,3,132,462,12,462,12,-93,-67,-5,72,133,182,215,203,141,72,-4,-67,14,40,112,200,266,304,309,296,258,189,99,31,4,5,9,21,32,75,195,192,51,16,7,3
"CO",171,108,76,966,253,112,141,158,179,182,158,1988,362,12,70,979,64,320,979,112,114,128,128,126,120,115,113,112,112,116,113,246,253,243,232,225,210,197,198,213,218,227,239,12,40,129,151,170,216,311,306,362,228,51,12
"EA",275,146,70,1364,390,183,207,264,279,296,264,1145,226,5,80,592,24,98,592,183,201,218,219,203,204,212,204,202,201,192,187,373,381,390,373,345,328,320,319,329,337,330,354,5,9,28,61,136,150,226,209,157,110,44,10
"EB",185,150,82,678,277,95,182,186,184,195,178,1831,226,43,43,655,176,554,647,95,104,114,121,122,119,117,117,114,106,99,95,271,277,275,273,267,254,238,238,246,259,261,266,43,76,142,186,226,216,213,220,214,143,95,57
"ED",144,158,80,785,238,41,197,142,136,155,134,836,156,16,64,413,69,211,95,49,58,65,79,80,72,80,78,72,65,46,41,237,229,232,231,238,229,209,209,207,210,220,225,31,36,50,81,51,79,152,156,105,57,22,16
"EF",119,134,71,1237,216,29,187,112,107,136,106,1212,331,8,104,787,35,219,51,41,49,64,74,62,57,51,53,65,49,35,29,188,193,205,216,198,201,171,162,172,176,175,178,16,38,73,77,69,101,312,331,144,32,11,8
"EG",216,136,49,5168,351,77,274,162,277,277,145,21,5,0,94,13,0,0,13,77,82,106,134,168,195,210,212,193,171,137,97,194,211,243,289,328,349,351,349,325,302,257,212,5,3,3,1,1,0,0,0,0,0,3,5
"ER",147,126,67,1571,240,53,187,153,126,166,126,945,317,4,117,650,28,162,28,53,71,82,91,103,105,94,109,100,76,71,53,198,201,212,224,240,237,201,207,211,198,195,192,9,21,56,45,44,73,317,229,104,28,15,4
"FR",116,95,34,6408,269,-6,275,164,32,198,32,767,81,49,19,228,149,206,149,-6,0,28,55,93,127,149,144,117,74,36,5,57,79,129,163,204,242,269,261,226,165,104,63,49,49,54,57,81,76,56,74,79,75,66,51
"GA",249,89,75,849,308,190,118,252,235,257,235,1810,253,8,58,697,44,627,44,208,207,208,211,212,197,190,196,206,209,208,207,297,301,307,308,299,278,272,281,295,299,298,294,159,185,231,203,193,22,8,14,98,253,248,196
"GU",210,112,61,1513,302,121,181,199,199,233,196,1940,492,2,98,1201,13,260,55,121,136,159,179,179,165,161,158,158,162,148,125,269,284,302,301,284,260,243,233,243,251,259,261,3,2,26,69,165,230,355,492,354,192,44,8
"I",79,117,31,9010,272,-100,372,170,-30,192,-40,900,98,49,19,269,161,268,165,-100,-96,-48,8,61,112,137,129,90,33,-7,-67,-3,9,58,131,197,246,272,261,220,158,86,20,49,50,62,76,84,98,87,83,87,77,81,66
"KN",139,146,81,700,233,54,179,131,145,148,130,983,152,30,45,372,120,213,354,58,58,69,80,75,63,67,67,54,63,74,70,224,232,233,220,214,207,194,193,207,213,204,208,30,35,55,123,96,87,133,152,69,50,85,68
"N",93,75,34,5338,214,-5,219,66,50,161,26,801,79,47,16,230,158,215,194,-5,-4,14,38,76,104,122,120,99,70,33,7,50,57,85,116,167,198,213,214,186,144,89,57,69,49,62,47,56,67,74,74,73,79,75,76
"NG",258,151,57,2736,382,119,263,256,223,293,220,609,214,0,137,475,0,120,0,119,139,177,213,233,224,215,207,206,189,147,120,309,329,365,382,366,345,308,290,316,345,336,309,0,0,1,10,33,77,163,214,98,13,0,0
"RAL",154,126,37,7540,317,-15,332,249,108,249,54,1142,118,76,13,331,246,331,278,-15,-3,38,82,132,177,199,195,157,89,43,2,102,121,169,225,264,300,317,310,280,225,175,120,95,97,103,76,106,100,118,113,88,79,81,86
"RG",181,103,81,304,246,119,127,180,179,184,177,1517,185,20,46,525,98,318,167,131,130,131,133,135,126,119,126,130,130,129,130,231,230,231,226,225,227,236,246,244,234,229,229,152,157,183,185,111,36,20,42,116,160,180,175
"SB",124,143,52,4428,256,-17,273,171,64,177,64,647,92,14,54,267,50,260,60,105,109,89,53,18,-10,-17,8,35,61,79,97,256,249,222,187,148,120,130,159,185,212,230,249,90,92,85,56,28,18,14,18,32,61,75,78
"SD",132,133,61,3106,221,4,217,161,87,164,87,889,171,11,75,453,40,445,40,112,111,96,69,34,4,7,23,53,79,95,106,221,220,213,198,178,154,156,180,208,217,214,220,171,128,98,37,22,14,11,15,38,73,136,146
"SP",221,128,57,3111,318,94,224,256,177,256,177,544,104,4,78,285,19,285,19,206,202,193,164,126,94,99,116,145,166,184,195,318,309,299,287,269,247,247,263,285,289,301,312,104,89,73,27,15,4,9,6,20,37,68,92
"T",124,93,51,3022,220,40,180,135,150,162,84,582,61,38,14,172,126,129,145,114,114,104,85,65,46,40,44,56,71,87,102,220,219,204,178,148,125,121,131,149,169,185,200,47,38,44,44,48,38,54,53,44,56,55,61
"UK",174,120,90,225,240,108,132,174,173,176,171,1352,173,29,39,452,149,343,335,114,116,116,119,119,109,108,115,115,115,115,115,240,239,237,228,225,232,238,238,239,235,230,233,87,116,140,173,119,43,29,77,133,155,164,116
"W",163,155,47,6074,353,25,328,85,239,239,85,570,131,1,92,321,7,7,321,25,46,59,73,104,132,148,142,125,95,56,27,127,164,187,225,276,321,353,344,315,263,184,128,131,96,79,32,9,4,1,2,8,30,84,94
"ZI",253,135,54,2658,374,127,247,258,218,287,218,708,182,0,117,517,2,83,5,209,203,200,188,156,130,127,151,195,234,227,213,309,303,316,323,313,293,295,318,354,374,343,315,182,155,78,24,4,1,0,1,1,12,70,180
"ZW",222,156,54,3573,349,63,286,246,169,258,169,683,173,0,115,484,1,263,1,189,188,177,151,103,69,63,91,139,181,191,189,301,303,304,303,282,253,258,284,326,349,334,309,173,140,78,22,4,1,0,0,2,22,70,171
"SIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
